Date,Time,Rud,Ele,Thr,Ail,P1,P2,SL2,SA,SD,SE,SF,SG,SH,SW1,SW2,SW3,SW4,SW5,SW6,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2026-08-17,33:45.6,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:45.7,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:45.8,0,-1,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:45.9,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:46.0,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:46.1,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:46.2,0,-2,-1024,1,-1,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1501,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:46.3,0,-2,-1024,1,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:46.4,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:46.5,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:46.6,0,-2,-1024,0,-1,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:46.7,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:46.8,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:46.9,0,-1,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:47.0,0,-2,-1024,0,-1,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:47.1,0,-1,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:47.2,0,-1,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:47.3,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:47.4,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:47.5,0,-2,-1024,0,-1,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:47.6,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:47.7,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:47.8,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:47.9,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:48.0,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:48.1,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:48.2,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:48.3,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:48.4,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:48.5,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:48.6,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:48.7,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:48.8,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:48.9,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:49.0,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:49.1,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:49.2,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:49.3,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:49.4,0,-2,-1024,0,-1,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:49.5,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:49.6,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:49.7,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:49.8,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:49.9,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:50.0,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:50.1,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:50.2,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:50.3,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:50.4,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:50.5,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:50.6,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:50.7,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:50.8,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:50.9,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:51.0,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:51.1,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:51.2,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:51.3,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:51.4,0,-1,-1024,0,-1,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:51.5,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:51.6,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:51.7,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:51.8,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:51.9,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:52.0,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:52.1,0,-1,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:52.2,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:52.3,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:52.4,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:52.5,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:52.6,0,-1,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:52.7,0,-1,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:52.8,0,-1,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1500,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:52.9,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:53.0,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:53.1,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:53.2,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:53.3,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:53.4,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
2026-08-17,33:53.5,0,-2,-1024,0,0,-1024,952,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0x0000000000000000,1500,1499,1000,1500,988,988,988,988,988,988,1500,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.4
